Name: CCTV-1香港版, URL: https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8?$订阅源, IPv_Type: ipv4, Date: None, Delay: 1720 ms, Speed: 2.12 M/s, Resolution: 1280x720
Name: 翡翠台, URL: https://pi.0472.org/tv/fct.php?auth=230918$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 翡翠台, URL: http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10214 ms, Speed: 0.01 M/s, Resolution: None
Name: 翡翠台, URL: http://fm1077.serv00.net/Smart.php?id=jade_twn$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 翡翠台, URL: http://cdn9.163189.xyz/smt1.1.php?id=jade_twn$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 翡翠台, URL: http://v2h.jdshipin.com:80/jade2/jade.stream/chunklist_w100.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 翡翠台, URL: rtmp://sy.ecoheze.com/live/gdfc$订阅源, IPv_Type: ipv4, Date: None, Delay: 10004 ms, Speed: 0.00 M/s, Resolution: None
Name: 翡翠台, URL: rtmp://redmine.ziyanuav.com/live/gdfc$订阅源, IPv_Type: ipv4, Date: None, Delay: 10005 ms, Speed: 0.00 M/s, Resolution: None
Name: 翡翠台, URL: rtmp://patrol.psn.asia/live/gdfc$订阅源, IPv_Type: ipv4, Date: None, Delay: 5689 ms, Speed: 0.00 M/s, Resolution: None
Name: 翡翠台, URL: rtmp://szgasszyaxtgl.szius.com/live/gdfc$订阅源, IPv_Type: ipv4, Date: None, Delay: 10004 ms, Speed: 0.00 M/s, Resolution: None
Name: 无线新闻台(北美), URL: http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线新闻台(北美), URL: https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线新闻台(北美), URL: http://cdn9.163189.xyz/smt1.1.php?id=inews_twn$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线新闻台(北美), URL: https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线新闻台(北美), URL: http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: TVB Plus, URL: http://php.jdshipin.com/TVOD/iptv.php?id=j2$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: TVB Plus, URL: http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: TVB Plus, URL: http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukkliu64ah007-golive.flv$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 千禧經典台(HK), URL: http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 美亞電影台(HK), URL: http://go1.bkpcp.top/tl/null-5$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 黃金翡翠台, URL: http://go1.bkpcp.top/tl/null-2$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 龍華電影台, URL: https://cdn8.163189.xyz/live/lhdy/stream.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 纬来体育, URL: http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一纬来体育$订阅源, IPv_Type: ipv4, Date: None, Delay: 2440 ms, Speed: 0.27 M/s, Resolution: 1280x582
Name: 纬来体育, URL: rtmp://116.93.98.236/sat/tv721.flv$订阅源, IPv_Type: ipv4, Date: None, Delay: 5048 ms, Speed: 0.00 M/s, Resolution: None
Name: 纬来体育, URL: rtmp://f13h.mine.nu:1935/sat/tv721$订阅源, IPv_Type: ipv4, Date: None, Delay: 10004 ms, Speed: 0.00 M/s, Resolution: None
Name: 纬来体育, URL: rtmp://60.248.77.83/sat/tv721$订阅源, IPv_Type: ipv4, Date: None, Delay: 10005 ms, Speed: 0.00 M/s, Resolution: None
Name: 纬来体育, URL: rtmp://9hv9.mine.nu/sat/tv721.flv$订阅源, IPv_Type: ipv4, Date: None, Delay: 10005 ms, Speed: 0.00 M/s, Resolution: None
Name: 纬来育乐, URL: rtmp://f13h.mine.nu/sat/tv701?rtmp://f13h.mine.nu:1935:1935/sat/tv701$订阅源, IPv_Type: ipv4, Date: None, Delay: 10004 ms, Speed: 0.00 M/s, Resolution: None
Name: 纬来育乐, URL: rtmp://9hv9.mine.nu/sat/tv701$订阅源, IPv_Type: ipv4, Date: None, Delay: 10005 ms, Speed: 0.00 M/s, Resolution: None
Name: 纬来育乐, URL: rtmp://60.248.77.83/sat/tv701$订阅源, IPv_Type: ipv4, Date: None, Delay: 10005 ms, Speed: 0.00 M/s, Resolution: None
Name: 纬来育乐, URL: rtmp://116.93.98.236/sat/tv701.flv$订阅源, IPv_Type: ipv4, Date: None, Delay: 5048 ms, Speed: 0.00 M/s, Resolution: None
Name: J2, URL: http://php.jdshipin.com:8880/PLTV/iptv.php?id=j2$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: Viutv, URL: http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 中天新闻4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv009/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 东森新闻4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv152/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: tvbs新闻4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv072/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 寰宇新闻4Gtv, URL: http://205.185.123.236:50089/litv-longturn14/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 非凡新闻4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv010/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 闽镜新闻4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv075/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 民视新闻4Gtv, URL: http://205.185.123.236:50089/litv-ftv13/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 中视新闻4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv074/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 华视新闻4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv052/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 台视新闻4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv051/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 民视闽南4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv002/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 中视闽南4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv040/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 华视闽南4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv041/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 台视闽南4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv066/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 寰宇闽南4Gtv, URL: http://205.185.123.236:50089/litv-longturn15/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: tvbs闽南4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv073/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 民视台湾4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv001/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 民视第一4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv003/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 民视旅游4Gtv, URL: http://205.185.123.236:50089/litv-ftv07/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 民视影剧4Gtv, URL: http://205.185.123.236:50089/litv-ftv09/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 民视综艺4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv004/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 中视菁采4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv064/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 中视经典4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv080/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 台视财经4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv056/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 公视戏剧4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv042/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 闽南戏剧4Gtv, URL: http://205.185.123.236:50089/litv-longturn22/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 国际财经4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv104/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 东森财经4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv153/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: tvbs精采4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv067/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: tvbs欢乐4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv068/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 八大精彩4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv034/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 八大综艺4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv039/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 爱达娱乐4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv070/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 靖洋戏剧4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv045/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 靖洋卡通4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv057/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 靖天卡通4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv044/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 靖天综合4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv046/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 靖天日本4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv047/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 靖天欢乐4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv054/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 靖天映画4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv055/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 靖天戏剧4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv058/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 靖天电影4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv061/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 靖天育乐4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv062/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 靖天国际4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv063/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 靖天资讯4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv065/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 龙华卡通4Gtv, URL: http://205.185.123.236:50089/litv-longturn01/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 龙华日韩4Gtv, URL: http://205.185.123.236:50089/litv-longturn11/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 龙华偶像4Gtv, URL: http://205.185.123.236:50089/litv-longturn12/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 龙华电影4Gtv, URL: http://205.185.123.236:50089/litv-longturn03/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 龙华戏剧4Gtv, URL: http://205.185.123.236:50089/litv-longturn18/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 龙华经典4Gtv, URL: http://205.185.123.236:50089/litv-longturn21/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 阿里郎台4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv079/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 达文西台4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv018/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 猪哥亮厅4Gtv, URL: http://205.185.123.236:50089/4gtv-4gtv006/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 亚洲旅游4Gtv, URL: http://205.185.123.236:50089/litv-longturn17/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 美国之音4Gtv, URL: http://205.185.123.236:50089/litv-ftv03/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 半岛新闻4Gtv, URL: http://205.185.123.236:50089/litv-ftv10/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 10001 ms, Speed: 0.17 M/s, Resolution: None
Name: 凤凰卫视频道, URL: http://php.jdshipin.com/TVOD/iptv.php?id=fhzw$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 凤凰卫视频道, URL: http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 凤凰资讯频道, URL: http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 凤凰资讯频道, URL: http://e1.woc.iiiya.cn:8888/rtp/239.61.2.183:9086$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 凤凰资讯频道, URL: http://146.56.153.245:20121/bysid/257$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 凤凰资讯频道, URL: http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8576/.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 凤凰资讯频道, URL: http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 凤凰资讯频道, URL: http://cdn5.1678520.xyz/live/live2.1.php?id=fhzx$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 凤凰资讯频道, URL: http://218.202.220.2:5000/nn_live.ts?id=FHZX$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 无线新闻频道, URL: http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线新闻频道, URL: https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线新闻频道, URL: http://cdn9.163189.xyz/smt1.1.php?id=inews_twn$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线新闻频道, URL: https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线新闻频道, URL: http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线翡翠频道, URL: http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线翡翠频道, URL: https://cdn3.163189.xyz/live/live2.1.php?id.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线华丽频道, URL: http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线娱乐频道, URL: http://go1.bkpcp.top/tl/null-14$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线华剧频道, URL: http://go1.bkpcp.top/tl/null-4$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线亚剧频道, URL: http://go1.bkpcp.top/tl/null-13$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 无线粤片频道, URL: http://go1.bkpcp.top/tl/null-10$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 黄金翡翠频道, URL: http://go1.bkpcp.top/tl/null-2$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 黄金华剧频道, URL: http://go1.bkpcp.top/tl/null-9$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 千禧经典频道, URL: http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 天映经典频道, URL: http://go1.bkpcp.top/tl/null-1$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 三立新闻频道, URL: http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一三立INEW$订阅源, IPv_Type: ipv4, Date: None, Delay: 2440 ms, Speed: 0.27 M/s, Resolution: 1280x582
Name: 民视闽南频道, URL: rtmp://f13h.mine.nu/sat/tv051$订阅源, IPv_Type: ipv4, Date: None, Delay: 10004 ms, Speed: 0.00 M/s, Resolution: None
Name: 华视闽南频道, URL: rtmp://f13h.mine.nu/sat/tv111$订阅源, IPv_Type: ipv4, Date: None, Delay: 10004 ms, Speed: 0.00 M/s, Resolution: None
Name: 台视闽南频道, URL: rtmp://f13h.mine.nu/sat/tv071$订阅源, IPv_Type: ipv4, Date: None, Delay: 10004 ms, Speed: 0.00 M/s, Resolution: None
Name: 三立台湾频道, URL: http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一三立台湾$订阅源, IPv_Type: ipv4, Date: None, Delay: 2440 ms, Speed: 0.27 M/s, Resolution: 1280x582
Name: 东森电影频道, URL: http://go1.bkpcp.top/tl/null-11$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 龙华戏剧频道, URL: https://cdn8.163189.xyz/live/lhxj/stream.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 龙华电影频道, URL: https://cdn8.163189.xyz/live/lhdy/stream.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 凤凰香港频备, URL: http://php.jdshipin.com/TVOD/iptv.php?id=fhhk$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 香港卫视频道, URL: http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a809235421&amp;wsMonitor=0#rtmp://zhibo.hkstv.tv/livestream/mutfysrq$订阅源, IPv_Type: ipv4, Date: None, Delay: 12 ms, Speed: 20.39 M/s, Resolution: 720x576
Name: 香港卫视频道, URL: http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 香港卫视频道, URL: http://anren.live/HK/BSJDUFpB.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 香港卫视频道, URL: rtmp://zhibo.hkstv.tv/livestream/mutfysrq$订阅源, IPv_Type: ipv4, Date: None, Delay: 10005 ms, Speed: 0.00 M/s, Resolution: None
Name: 香港卫视频道, URL: https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 16 ms, Speed: 16.22 M/s, Resolution: 720x576
Name: 香港卫视频道, URL: https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 香港卫视频道, URL: http://zwebl02.cztv.com/live/channel011080P.m3u8?auth_key=2524708799-0-0-9a1229d8b9d311024ebea08c3fb1d63f$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
Name: 香港卫视频道, URL: http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 香港卫视频道, URL: https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 2004 ms, Speed: 0.10 M/s, Resolution: None
Name: 星空卫视频道, URL: http://218.202.220.2:5000/nn_live.ts?id=STARTV#rtmp://58.200.131.2:1935/livetv/startv#rtmp://ivi.bupt.edu.cn:1935/livetv/startv$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 中天新闻频道, URL: http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 中天新闻频道, URL: https://4gtv.mytvsuper.xyz/4gtv.php?id=4gtv-4gtv009$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: 无线华丽频粤, URL: http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8$订阅源, IPv_Type: ipv6, Date: None, Delay: 0 ms, Speed: inf M/s, Resolution: 1920x1080
