更新时间,#genre#
泗洪新闻综合,http://9943a6.tv.netsite.cc/proxy/39753847/39753847.m3u8$订阅源
泗阳综合,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8$订阅源
泗阳综合,http://117.90.196.35:6000/rtp/239.49.1.103:6000$江苏电信组播源
泗阳综合,http://121.232.178.93:5000/rtp/239.49.1.103:6000$江苏电信组播源
泗阳资讯,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8$订阅源
泰州一套新闻综合,http://stream1.mytaizhou.net/xwzh/playlist.m3u8?_upt=2f3c2e461725409415$订阅源
泰州三套影视娱乐,http://stream1.mytaizhou.net/ysyl/playlist.m3u8?_upt=16dfe82d1725409426$订阅源
涟水电视台综合,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8$订阅源
淮安公共,http://live1.habctv.com/ggpdsl/sd/live.m3u8$订阅源
淮安公共,http://117.90.196.35:6000/rtp/239.49.1.96:6000$江苏电信组播源
淮安公共,http://121.232.178.93:5000/rtp/239.49.1.96:6000$江苏电信组播源
睢宁三农,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8$订阅源
睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8$订阅源
睢宁综合,http://suining-tv-hls.cm.jstv.com:80/suining-tv/suiningzh.m3u8$订阅源
睢宁综合,http://117.90.196.35:6000/rtp/239.49.1.246:6000$江苏电信组播源
睢宁综合,http://121.232.178.93:5000/rtp/239.49.1.246:6000$江苏电信组播源
苏州文化生活,http://tylive.kan0512.com/norecord/norecord_csztv3.m3u8$订阅源
苏州新闻综合,http://tylive.kan0512.com/norecord/norecord_csztv1.m3u8$订阅源
苏州生活资讯,http://tylive.kan0512.com/norecord/norecord_csztv5.m3u8$订阅源
苏州社会经济,http://tylive.kan0512.com/norecord/norecord_csztv2.m3u8$订阅源
贾汪新闻,http://117.90.196.35:6000/rtp/239.49.8.193:6000$江苏电信组播源
贾汪新闻,http://121.232.178.93:5000/rtp/239.49.8.193:6000$江苏电信组播源
赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8$订阅源
连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8$订阅源
镇江二套社会民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8$订阅源
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8$订阅源
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8?zjiangsd$订阅源
高邮一套新闻综合,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8$订阅源

☘️辽宁频道,#genre#
朝阳新闻综合,http://120.76.248.139/live/bfgd/4200000282.m3u8$订阅源
辽宁北方,http://123.189.39.129:9901/tsfile/live/1018_1.m3u8$订阅源
辽宁北方,http://113.236.28.117:9901/tsfile/live/1018_1.m3u8$订阅源
辽宁北方,http://120.76.248.139/live/bfgd/4200000071.m3u8$订阅源
辽宁北方,http://113.235.144.112:777/rtp/232.0.0.151:1234$辽宁联通组播源
辽宁北方,http://175.171.2.30:777/rtp/232.0.0.151:1234$辽宁联通组播源
辽宁北方,http://113.235.196.110:777/rtp/232.0.0.151:1234$辽宁联通组播源
辽宁影视剧,http://120.76.248.139/live/bfgd/4200000070.m3u8$订阅源
辽宁影视剧,http://113.235.144.112:777/rtp/232.0.0.25:1234$辽宁联通组播源
辽宁影视剧,http://175.171.2.30:777/rtp/232.0.0.25:1234$辽宁联通组播源
辽宁影视剧,http://113.235.196.110:777/rtp/232.0.0.25:1234$辽宁联通组播源
辽宁教育青少,http://120.76.248.139/live/bfgd/4200000075.m3u8$订阅源
辽宁教育青少,http://113.235.144.112:777/rtp/232.0.0.241:1234$辽宁联通组播源
辽宁教育青少,http://175.171.2.30:777/rtp/232.0.0.241:1234$辽宁联通组播源
辽宁教育青少,http://113.235.196.110:777/rtp/232.0.0.241:1234$辽宁联通组播源
辽宁生活,http://123.189.39.129:9901/tsfile/live/1022_1.m3u8$订阅源
辽宁生活,http://113.236.28.117:9901/tsfile/live/1022_1.m3u8$订阅源
辽宁生活,http://113.236.31.149:9901/tsfile/live/1022_1.m3u8$订阅源
辽宁生活,http://113.235.144.112:777/rtp/232.0.0.150:1234$辽宁联通组播源
辽宁生活,http://175.171.2.30:777/rtp/232.0.0.150:1234$辽宁联通组播源
辽宁生活,http://113.235.196.110:777/rtp/232.0.0.150:1234$辽宁联通组播源
辽宁经济,http://123.189.39.129:9901/tsfile/live/1021_1.m3u8$订阅源
辽宁经济,http://113.236.28.117:9901/tsfile/live/1021_1.m3u8$订阅源
辽宁经济,http://113.236.31.149:9901/tsfile/live/1021_1.m3u8$订阅源
辽宁经济,http://113.235.144.112:777/rtp/232.0.0.156:1234$辽宁联通组播源
辽宁经济,http://175.171.2.30:777/rtp/232.0.0.156:1234$辽宁联通组播源
辽宁经济,http://113.235.196.110:777/rtp/232.0.0.156:1234$辽宁联通组播源
辽宁都市,http://123.189.39.129:9901/tsfile/live/1019_1.m3u8$订阅源
辽宁都市,http://113.236.28.117:9901/tsfile/live/1019_1.m3u8$订阅源
辽宁都市,http://113.236.31.149:9901/tsfile/live/1019_1.m3u8$订阅源
辽宁都市,http://113.235.144.112:777/rtp/232.0.0.154:1234$辽宁联通组播源
辽宁都市,http://175.171.2.30:777/rtp/232.0.0.154:1234$辽宁联通组播源
辽宁都市,http://113.235.196.110:777/rtp/232.0.0.154:1234$辽宁联通组播源

☘️湖南频道,#genre#
湖南都市,http://[2409:8087:5e08:24::11]:6610/000000001000/4682579636905393407/1.m3u8?channel-id=hnbblive&Contentid=4682579636905393407&livemode=1&stbId=3$订阅源-IPv6
湖南都市,http://111.8.224.6:9999/tsfile/live/1011_1.m3u8$订阅源
湖南都市,http://124.228.161.47:9901/tsfile/live/1044_1.m3u8$订阅源
湖南都市,http://220.170.243.209:9901/tsfile/live/1002_1.m3u8$订阅源
湖南都市,http://218.77.81.186:9901/rtp/239.76.252.117:9000$湖南电信组播源
湖南都市,http://113.218.204.28:8081/rtp/239.76.252.117:9000$湖南电信组播源
湖南都市,http://218.76.32.193:9901/rtp/239.76.252.117:9000$湖南电信组播源
湖南经视,http://[2409:8087:5e08:24::11]:6610/000000001000/6306119848317438256/1.m3u8?channel-id=hnbblive&Contentid=6306119848317438256&livemode=1&stbId=3$订阅源-IPv6
湖南经视,http://222.241.154.37:9901/tsfile/live/23020_1.m3u8$订阅源
湖南经视,http://phonetx.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTU0Y2RjMGZlOTk5OTc4ZWI2NWYyMjE3ZmEwN2FhOWFiJmVzPTE3MjUzNTE5MDcmdXVpZD1jYzcxZDBjMDM4MGU1ZDVlZDVkNzZmODQ0MDY4YWE1MC02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl/HNJSMPP360.m3u8$订阅源
湖南经视,http://111.8.224.6:9999/tsfile/live/1010_1.m3u8$订阅源
湖南经视,http://218.77.81.186:9901/rtp/239.76.252.116:9000$湖南电信组播源
湖南经视,http://113.218.204.28:8081/rtp/239.76.252.116:9000$湖南电信组播源
湖南经视,http://218.76.32.193:9901/rtp/239.76.252.116:9000$湖南电信组播源
湖南电视剧,http://[2409:8087:5e08:24::11]:6610/000000001000/8765482907954673867/1.m3u8?channel-id=hnbblive&Contentid=8765482907954673867&livemode=1&stbId=3$订阅源-IPv6
湖南电视剧,http://116.128.242.83:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南电视剧,http://118.251.60.185:8888/udp/239.76.252.118:9000$订阅源
湖南电视剧,http://111.8.224.6:9999/tsfile/live/1013_1.m3u8$订阅源
湖南电视剧,http://218.77.81.186:9901/rtp/239.76.252.118:9000$湖南电信组播源
湖南电视剧,http://113.218.204.28:8081/rtp/239.76.252.118:9000$湖南电信组播源
湖南电视剧,http://218.76.32.193:9901/rtp/239.76.252.118:9000$湖南电信组播源
湖南电影,http://[2409:8087:5e08:24::11]:6610/000000001000/7884242846753128038/1.m3u8?channel-id=hnbblive&Contentid=7884242846753128038&livemode=1&stbId=3$订阅源-IPv6
湖南电影,http://124.228.161.47:9901/tsfile/live/1000_1.m3u8$订阅源
湖南电影,http://222.243.221.54:9901/tsfile/live/1003_1.m3u8$订阅源
湖南电影,http://222.241.154.37:9901/tsfile/live/23025_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南电影,http://218.77.81.186:9901/rtp/239.76.252.119:9000$湖南电信组播源
湖南电影,http://113.218.204.28:8081/rtp/239.76.252.119:9000$湖南电信组播源
湖南电影,http://218.76.32.193:9901/rtp/239.76.252.119:9000$湖南电信组播源
湖南爱晚,http://[2409:8087:5e08:24::11]:6610/000000001000/6307875884530512195/1.m3u8?channel-id=hnbblive&Contentid=6307875884530512195&livemode=1&stbId=3$订阅源-IPv6
湖南爱晚,https://tvbox.nat.netsite.cc:8043/proxy/1916495164/1916495164.m3u8$订阅源
湖南爱晚,http://111.8.224.6:9999/tsfile/live/1014_1.m3u8$订阅源
湖南爱晚,http://222.241.154.37:9901/tsfile/live/23022_1.m3u8$订阅源
湖南教育,http://111.8.224.6:9999/tsfile/live/1015_1.m3u8$订阅源
湖南教育,http://118.251.60.185:8888/udp/239.76.252.233:9000$订阅源
湖南教育,http://218.77.81.186:9901/rtp/239.76.252.233:9000$湖南电信组播源
湖南教育,http://113.218.204.28:8081/rtp/239.76.252.233:9000$湖南电信组播源
湖南教育,http://218.76.32.193:9901/rtp/239.76.252.233:9000$湖南电信组播源
湖南娱乐,http://[2409:8087:5e08:24::11]:6610/000000001000/6427893650335440392/1.m3u8?channel-id=hnbblive&Contentid=6427893650335440392&livemode=1&stbId=3$订阅源-IPv6
湖南娱乐,http://3ad2a0.tv.netsite.cc/proxy/884645401/884645401.m3u8$订阅源
湖南娱乐,http://118.248.218.41:8088/tsfile/live/1005_1.m3u8$订阅源
湖南娱乐,http://111.8.224.6:9999/tsfile/live/1016_1.m3u8$订阅源
湖南娱乐,http://218.77.81.186:9901/rtp/239.76.252.121:9000$湖南电信组播源
湖南娱乐,http://113.218.204.28:8081/rtp/239.76.252.121:9000$湖南电信组播源
湖南娱乐,http://218.76.32.193:9901/rtp/239.76.252.121:9000$湖南电信组播源
湖南国际,http://218.77.81.186:9901/rtp/239.76.252.124:9000$湖南电信组播源
湖南国际,http://113.218.204.28:8081/rtp/239.76.252.124:9000$湖南电信组播源
湖南国际,http://218.76.32.193:9901/rtp/239.76.252.124:9000$湖南电信组播源
湖南公共,http://124.228.161.47:9901/tsfile/live/0012_1.m3u8$订阅源
湖南公共,http://116.128.242.83:9901/tsfile/live/0117_1.m3u8$订阅源
湖南公共,http://118.251.60.185:8888/udp/239.76.252.123:9000$订阅源
湖南公共,http://218.77.81.186:9901/rtp/239.76.252.123:9000$湖南电信组播源
湖南公共,http://113.218.204.28:8081/rtp/239.76.252.123:9000$湖南电信组播源
湖南公共,http://218.76.32.193:9901/rtp/239.76.252.123:9000$湖南电信组播源
金鹰纪实,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031203/index.m3u8?channel-id=bestzb&Contentid=5000000011000031203&livemode=1&stbId=3$订阅源-IPv6
金鹰纪实,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031203/index.m3u8?channel-id=bestzb&Contentid=5000000011000031203&livemode=1&stbId=YanG-1989$订阅源-IPv6
金鹰纪实,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010106/1.m3u8$订阅源-IPv6
金鹰纪实,http://iptvrr.sh.chinamobile.com:6060/cms001/ch00000090990000001230/index.m3u8$订阅源
金鹰纪实,http://223.13.1.125:9901/tsfile/live/1018_1.m3u8$订阅源
金鹰纪实,http://117.27.190.42:9998/tsfile/live/23278_1.m3u8$订阅源
金鹰纪实,http://112.114.137.93:888/rtp/239.200.201.126:8840$云南电信组播源
金鹰纪实,http://112.114.137.86:888/rtp/239.200.201.126:8840$云南电信组播源
金鹰纪实,http://222.219.183.103:8089/rtp/239.200.201.126:8840$云南电信组播源
湖南金鹰纪实,http://220.170.243.209:9901/tsfile/live/1007_1.m3u8$订阅源
长沙新闻综合,http://0a736a.tv.netsite.cc/proxy/1524274658/1524274658.m3u8$订阅源
长沙新闻综合,https://tvbox.nat.netsite.cc:8043/proxy/1524274658/1524274658.m3u8$订阅源
长沙新闻综合,http://9943a6.tv.netsite.cc/proxy/1524274658/1524274658.m3u8$订阅源
长沙新闻,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_346.m3u8$订阅源
长沙新闻,http://118.251.60.185:8888/udp/239.76.253.121:9000$订阅源
长沙新闻,http://218.77.81.186:9901/rtp/239.76.253.121:9000$湖南电信组播源
长沙新闻,http://113.218.204.28:8081/rtp/239.76.253.121:9000$湖南电信组播源
长沙新闻,http://218.76.32.193:9901/rtp/239.76.253.121:9000$湖南电信组播源
长沙政法,http://9943a6.tv.netsite.cc/proxy/298063278/298063278.m3u8$订阅源
长沙政法,http://3ad2a0.tv.netsite.cc/proxy/298063278/298063278.m3u8$订阅源
长沙政法,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_348.m3u8$订阅源
长沙政法,http://218.77.81.186:9901/rtp/239.76.253.122:9000$湖南电信组播源
长沙政法,http://113.218.204.28:8081/rtp/239.76.253.122:9000$湖南电信组播源
长沙政法,http://218.76.32.193:9901/rtp/239.76.253.122:9000$湖南电信组播源
长沙影视,http://118.251.60.185:8888/udp/239.76.252.204:9000$订阅源
长沙影视,http://218.77.81.186:9901/rtp/239.76.252.204:9000$湖南电信组播源
长沙影视,http://113.218.204.28:8081/rtp/239.76.252.204:9000$湖南电信组播源
长沙影视,http://218.76.32.193:9901/rtp/239.76.252.204:9000$湖南电信组播源
长沙女性,http://f28cdb.tv.netsite.cc/proxy/1812024686/1812024686.m3u8$订阅源
长沙女性,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_349.m3u8$订阅源
长沙女性,http://d0bf2d.tv.netsite.cc/proxy/1812024686/1812024686.m3u8$订阅源
衡阳公共,http://218.77.81.186:9901/rtp/239.76.248.14:1234$湖南电信组播源
衡阳公共,http://113.218.204.28:8081/rtp/239.76.248.14:1234$湖南电信组播源
衡阳公共,http://218.76.32.193:9901/rtp/239.76.248.14:1234$湖南电信组播源
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8$订阅源
湘潭公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8$订阅源
娄底综合,http://218.77.81.186:9901/rtp/239.76.248.18:1234$湖南电信组播源
娄底综合,http://113.218.204.28:8081/rtp/239.76.248.18:1234$湖南电信组播源
娄底综合,http://218.76.32.193:9901/rtp/239.76.248.18:1234$湖南电信组播源

☘️湖北频道,#genre#
湖北综合,http://119.36.148.115:59901/tsfile/live/1005_1.m3u8$订阅源
湖北综合,http://58.19.133.144:9901$订阅源
湖北综合,http://58.48.5.186:1111/rtp/239.69.1.42:9892$湖北电信组播源
湖北综合,http://221.233.192.152:1111/rtp/239.69.1.42:9892$湖北电信组播源
湖北综合,http://59.173.183.242:9901/rtp/239.69.1.42:9892$湖北电信组播源
湖北经视,http://119.36.148.115:59901/tsfile/live/1004_1.m3u8$订阅源
湖北经视,http://59.173.243.210:9901/tsfile/live/1019_1.m3u8$订阅源
湖北经视,http://183.94.1.118:8801/tsfile/live/1017_1.m3u8$订阅源
湖北经视,http://58.48.5.186:1111/rtp/239.69.1.41:9886$湖北电信组播源
湖北经视,http://221.233.192.152:1111/rtp/239.69.1.41:9886$湖北电信组播源
湖北经视,http://59.173.183.242:9901/rtp/239.69.1.41:9886$湖北电信组播源
湖北生活,http://220.249.114.102:9901/tsfile/live/1012_1.m3u8$订阅源
湖北生活,http://220.249.114.102:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖北生活,http://58.48.5.186:1111/rtp/239.69.1.205:10872$湖北电信组播源
湖北生活,http://221.233.192.152:1111/rtp/239.69.1.205:10872$湖北电信组播源
湖北生活,http://59.173.183.242:9901/rtp/239.69.1.205:10872$湖北电信组播源
湖北教育,http://220.249.114.102:9901/tsfile/live/1011_1.m3u8$订阅源
湖北教育,http://220.249.114.102:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖北教育,http://58.48.5.186:1111/rtp/239.69.1.206:10878$湖北电信组播源
湖北教育,http://221.233.192.152:1111/rtp/239.69.1.206:10878$湖北电信组播源
湖北教育,http://59.173.183.242:9901/rtp/239.69.1.206:10878$湖北电信组播源
湖北影视,http://220.249.114.102:9901/tsfile/live/1010_1.m3u8$订阅源
湖北影视,http://59.173.243.210:9901/tsfile/live/1000_1.m3u8$订阅源
湖北影视,http://58.19.43.46:9901/tsfile/live/1016_1.m3u8$订阅源
湖北影视,http://58.48.5.186:1111/rtp/239.69.1.204:10866$湖北电信组播源
湖北影视,http://221.233.192.152:1111/rtp/239.69.1.204:10866$湖北电信组播源
湖北影视,http://59.173.183.242:9901/rtp/239.69.1.204:10866$湖北电信组播源
湖北公共新闻,http://58.48.5.186:1111/rtp/239.69.1.40:9880$湖北电信组播源
湖北公共新闻,http://221.233.192.152:1111/rtp/239.69.1.40:9880$湖北电信组播源
湖北公共新闻,http://59.173.183.242:9901/rtp/239.69.1.40:9880$湖北电信组播源
湖北公共,http://119.36.148.115:59901/tsfile/live/1007_1.m3u8$订阅源
湖北公共,http://220.249.114.102:9901/tsfile/live/1006_1.m3u8$订阅源
湖北公共,http://58.48.37.158:1111/tsfile/live/1001_1.m3u8$订阅源
湖北公共,http://113.57.20.158:9901/rtp/228.0.0.124:6108$湖北联通组播源
湖北公共,http://183.94.146.109:2222/rtp/228.0.0.124:6108$湖北联通组播源
湖北公共,http://183.94.1.118:8801/rtp/228.0.0.124:6108$湖北联通组播源
湖北垄上,http://119.36.148.115:59901/tsfile/live/1006_1.m3u8$订阅源
湖北垄上,http://220.249.114.102:9901/tsfile/live/1009_1.m3u8$订阅源
湖北垄上,http://113.57.20.158:9901/tsfile/live/1015_1.m3u8$订阅源
湖北垄上,http://58.48.5.186:1111/rtp/239.69.1.43:9898$湖北电信组播源
湖北垄上,http://221.233.192.152:1111/rtp/239.69.1.43:9898$湖北电信组播源
湖北垄上,http://59.173.183.242:9901/rtp/239.69.1.43:9898$湖北电信组播源
武汉一台新闻综合,http://58.48.37.158:1111/tsfile/live/1004_1.m3u8$订阅源
武汉一台新闻综合,http://58.48.37.158:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
武汉一台新闻综合,http://59.173.243.210:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
武汉二台电视剧,http://58.48.37.158:1111/tsfile/live/0130_1.m3u8$订阅源
武汉二台电视剧,http://58.48.37.158:1111/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
武汉二台电视剧,http://59.173.243.210:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
武汉三台科技生活,http://58.48.37.158:1111/tsfile/live/1005_1.m3u8$订阅源
武汉三台科技生活,http://58.48.37.158:1111/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
武汉三台科技生活,http://59.173.243.210:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
武汉四台经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8$订阅源
武汉五台文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8$订阅源
武汉六台外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8$订阅源
武汉教育,http://58.48.37.158:1111/tsfile/live/1003_1.m3u8$订阅源
武汉教育,http://58.48.37.158:1111/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
武汉教育,http://59.173.243.210:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
武汉教育,http://58.48.5.186:1111/rtp/239.69.1.60:9994$湖北电信组播源
武汉教育,http://221.233.192.152:1111/rtp/239.69.1.60:9994$湖北电信组播源
武汉教育,http://59.173.183.242:9901/rtp/239.69.1.60:9994$湖北电信组播源
武汉经济,http://113.57.20.158:9901/rtp/228.0.0.131:5131$湖北联通组播源
武汉经济,http://183.94.146.109:2222/rtp/228.0.0.131:5131$湖北联通组播源
武汉经济,http://183.94.1.118:8801/rtp/228.0.0.131:5131$湖北联通组播源
武汉文体,http://113.57.20.158:9901/rtp/228.0.0.164:7164$湖北联通组播源
武汉文体,http://183.94.146.109:2222/rtp/228.0.0.164:7164$湖北联通组播源
武汉文体,http://183.94.1.118:8801/rtp/228.0.0.164:7164$湖北联通组播源
武汉外语,http://113.57.20.158:9901/rtp/228.0.0.133:5133$湖北联通组播源
武汉外语,http://183.94.146.109:2222/rtp/228.0.0.133:5133$湖北联通组播源
武汉外语,http://183.94.1.118:8801/rtp/228.0.0.133:5133$湖北联通组播源
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8$订阅源
十堰新闻,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8$订阅源
十堰新闻,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&tpid=868100086$订阅源
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8$订阅源
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd$订阅源
武汉生活,http://113.57.20.158:9901/rtp/228.0.0.89:6108$湖北联通组播源
武汉生活,http://183.94.146.109:2222/rtp/228.0.0.89:6108$湖北联通组播源
武汉生活,http://183.94.1.118:8801/rtp/228.0.0.89:6108$湖北联通组播源
武汉新闻,http://113.57.20.158:9901/rtp/228.0.0.162:7162$湖北联通组播源
武汉新闻,http://183.94.146.109:2222/rtp/228.0.0.162:7162$湖北联通组播源
武汉新闻,http://183.94.1.118:8801/rtp/228.0.0.162:7162$湖北联通组播源

☘️广西频道,#genre#
南宁公共,http://219.159.194.129:8181/tsfile/live/1014_1.m3u8$订阅源
南宁公共,http://219.159.194.172:8181/tsfile/live/1014_1.m3u8$订阅源
南宁公共,http://hls.nntv.cn/nnlive/GGPD_24.m3u8$订阅源
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8$订阅源
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8?zguangxd$订阅源
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8$订阅源
南宁新闻综合,http://hls.nntv.cn/nnlive/XWZH_24.m3u8$订阅源
南宁新闻综合,https://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8$订阅源
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8$订阅源
南宁都市生活,http://hls.nntv.cn/nnlive/WLSH_24.m3u8$订阅源
南宁都市生活,https://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8$订阅源
田东综合,http://pulls.myun.tv/live/0dkp33j5.m3u8$订阅源
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8$订阅源
广西新闻,http://219.159.194.172:8181/tsfile/live/1012_1.m3u8$订阅源
广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8$订阅源
南宁影视娱乐,http://hls.nntv.cn/nnlive/YSYL_244.m3u8$订阅源
南宁影视娱乐,https://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8$订阅源

☘️天津频道,#genre#
滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8?ztianjd$订阅源
滨海影院,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8?ztianjd$订阅源
津南一套,http://play.jinnantv.top/live/JNTV1.m3u8?ztianjd$订阅源
天津都市,http://nas.hssvm.com:8888/udp/225.1.1.128:5002$订阅源
天津都市,http://ha.xushining.com:50000/udp/225.1.1.128:5002$订阅源
天津新闻,http://nas.hssvm.com:8888/udp/225.1.1.130:5002$订阅源
天津新闻,http://ha.xushining.com:50000/udp/225.1.1.130:5002$订阅源
天津文艺,http://nas.hssvm.com:8888/udp/225.1.1.131:5002$订阅源
天津文艺,http://ha.xushining.com:50000/udp/225.1.1.131:5002$订阅源
天津卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000000831/1.m3u8$订阅源-IPv6
天津卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226459/index.m3u8$订阅源-IPv6
天津卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010069/index.m3u8$订阅源-IPv6
天津卫视,http://60.12.183.46:9901/tsfile/live/0120_1.m3u8$订阅源
天津卫视,http://9943a6.tv.netsite.cc/proxy/240376980/240376980.m3u8$订阅源
天津卫视,http://220.164.192.48:50085/tsfile/live/0130_1.m3u8$订阅源
天津卫视,http://112.114.137.93:888/rtp/239.200.200.69:1234$云南电信组播源
天津卫视,http://112.114.137.86:888/rtp/239.200.200.69:1234$云南电信组播源
天津卫视,http://222.219.183.103:8089/rtp/239.200.200.69:1234$云南电信组播源

☘️四川频道,#genre#
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8$订阅源
万源新闻综合,http://live.wanyuannews.com:80/wytv/hd/live.m3u8$订阅源
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd$订阅源
乐至综合,http://175.155.106.72:89/live1/live1.m3u8$订阅源
乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd$订阅源
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8$订阅源
利州综合,http://tvfile.lzgbdst.com:80/nmip-media/channellive/channel106876/playlist.m3u8$订阅源
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8$订阅源
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd$订阅源
双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8?zsicd$订阅源
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8$订阅源
叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8$订阅源
叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8?zsicd$订阅源
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8$订阅源
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8$订阅源
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8?zsicd$订阅源
小金综合,http://xjlive.xjxrmt.cn:8091/live/xwpd.m3u8$订阅源
岳池新闻综合,http://liveyc.cmc.yuechirmt.cn:80/live/yctv.m3u8?auth_key=1714112398-0-0-d9a6bd74623c01c1c2f9576fe51e8b7b$订阅源
广元公共,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8$订阅源
广元综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel100999/playlist.m3u8$订阅源
广安公共,http://live1.gatv.com.cn:85/live/GGPD.m3u8$订阅源
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd$订阅源
